"","Date","ID","Breed","Sex","BirthDate","Age","Weight"
"8738",2019-01-27,39,"Brahman","female",2018-10-20,100,131.48
"8739",2019-01-27,28,"Brahman","male",2018-12-16,43,86.35
"8740",2019-01-27,36,"Brahman","female",2018-12-14,45,85.44
"8741",2019-01-27,25,"Brahman","male",2018-12-27,32,77.78
"8742",2019-01-27,12,"Belmont Red","female",2018-12-27,32,71.06
"8743",2019-01-27,8,"Belmont Red","male",2018-11-05,84,109.94
"8744",2019-01-27,1,"Belmont Red","male",2018-12-28,31,68.82
"8745",2019-01-27,3,"Belmont Red","male",2018-09-26,124,145.29
"8746",2019-01-27,22,"Brahman","male",2018-09-26,124,149.96
"8747",2019-01-27,50,"composite","male",2018-12-24,35,79.64
"8749",2019-01-27,19,"Belmont Red","female",2018-11-03,86,107.36
"8750",2019-01-27,58,"composite","female",2018-09-11,139,152.38
"8751",2019-01-27,30,"Brahman","male",2018-12-11,48,89.82
"8752",2019-01-27,49,"composite","male",2018-12-24,35,79.64
"8753",2019-01-27,40,"Brahman","female",2018-11-15,74,103.62
"8754",2019-01-27,13,"Belmont Red","female",2019-01-08,20,59.71
"8755",2019-01-27,37,"Brahman","female",2019-01-03,25,67.7
"8756",2019-01-27,23,"Brahman","male",2018-09-17,133,154.38
"8758",2019-01-27,9,"Belmont Red","male",2019-01-13,15,64.24
"8759",2019-01-27,54,"composite","female",2018-09-28,122,133.03
"8760",2019-01-27,20,"Belmont Red","female",2019-01-05,23,59.71
"8761",2019-01-28,42,"composite","male",2018-10-31,90,127.07
"8762",2019-01-28,23,"Brahman","male",2018-09-17,134,158.39
"8763",2019-01-28,10,"Belmont Red","male",2018-12-17,43,81.68
"8764",2019-01-28,16,"Belmont Red","female",2018-10-17,104,127.43
"8765",2019-01-28,58,"composite","female",2018-09-11,140,152.38
"8766",2019-01-28,13,"Belmont Red","female",2019-01-08,21,59.71
"8767",2019-01-28,15,"Belmont Red","female",2019-01-17,12,58.03
"8768",2019-01-28,36,"Brahman","female",2018-12-14,46,85.44
"8769",2019-01-28,33,"Brahman","female",2018-11-17,73,100.87
"8770",2019-01-28,39,"Brahman","female",2018-10-20,101,131.48
"8771",2019-01-28,44,"composite","male",2019-01-04,25,74.09
"8772",2019-01-28,19,"Belmont Red","female",2018-11-03,87,107.36
"8773",2019-01-28,55,"composite","female",2018-09-26,125,135.34
"8774",2019-01-28,24,"Brahman","male",2018-09-04,147,193.11
"8776",2019-01-28,25,"Brahman","male",2018-12-27,33,77.78
"8777",2019-01-28,20,"Belmont Red","female",2019-01-05,24,63.03
"8778",2019-01-28,57,"composite","female",2018-09-12,139,152.38
"8779",2019-01-28,28,"Brahman","male",2018-12-16,44,86.35
"8780",2019-01-28,4,"Belmont Red","male",2018-10-24,97,136.05
"8781",2019-01-28,14,"Belmont Red","female",2018-09-05,146,172.83
"8782",2019-01-28,7,"Belmont Red","male",2018-11-08,82,109.94
"8783",2019-01-28,26,"Brahman","male",2018-12-31,29,73.09
"8784",2019-01-28,31,"Brahman","female",2018-09-11,140,149.33
"8785",2019-01-28,34,"Brahman","female",2018-09-26,125,133.58
"8786",2019-01-28,45,"composite","male",2018-12-16,44,87.34
"8787",2019-01-28,53,"composite","female",2018-10-09,112,131.36
"8788",2019-01-28,21,"Brahman","male",2018-09-18,133,154.38
"8789",2019-01-28,46,"composite","male",2018-11-25,65,104.91
"8790",2019-01-28,48,"composite","male",2019-01-25,4,62.69
"8791",2019-01-28,9,"Belmont Red","male",2019-01-13,16,61.63
"8792",2019-01-28,56,"composite","female",2018-09-11,140,152.38
"8793",2019-01-28,32,"Brahman","female",2018-12-20,40,79.76
"8794",2019-01-28,8,"Belmont Red","male",2018-11-05,85,119.07
"8795",2019-01-28,22,"Brahman","male",2018-09-26,125,149.96
"8797",2019-01-28,40,"Brahman","female",2018-11-15,75,105.6
"8798",2019-01-28,3,"Belmont Red","male",2018-09-26,125,145.29
"8799",2019-01-28,59,"composite","female",2018-11-14,76,102.65
"8800",2019-01-28,5,"Belmont Red","male",2018-12-02,58,92.87
"8801",2019-01-28,12,"Belmont Red","female",2018-12-27,33,71.06
"8803",2019-01-28,18,"Belmont Red","female",2018-12-12,48,82.25
"8804",2019-01-28,51,"composite","female",2018-11-17,73,97.93
"8805",2019-01-28,35,"Brahman","female",2019-01-08,21,64.38
"8806",2019-01-28,52,"composite","female",2018-10-07,114,131.36
"8807",2019-01-28,41,"composite","male",2019-01-24,5,62.69
"8808",2019-01-28,37,"Brahman","female",2019-01-03,26,67.7
"8809",2019-01-28,50,"composite","male",2018-12-24,36,79.64
"8810",2019-01-28,1,"Belmont Red","male",2018-12-28,32,73.11
"8811",2019-01-28,30,"Brahman","male",2018-12-11,49,89.82
"8812",2019-01-28,43,"composite","male",2019-01-26,3,62.69
"8813",2019-01-28,54,"composite","female",2018-09-28,123,135.34
"8814",2019-01-28,11,"Belmont Red","female",2018-10-24,97,120.75
"8815",2019-01-28,27,"Brahman","male",2018-09-22,129,154.38
"8816",2019-01-28,6,"Belmont Red","male",2019-01-15,14,64.24
"8817",2019-01-28,38,"Brahman","female",2018-11-07,83,106.86
"8818",2019-01-28,60,"composite","female",2018-10-27,94,119.71
"8819",2019-01-28,49,"composite","male",2018-12-24,36,79.64
"8820",2019-01-28,2,"Belmont Red","male",2018-10-22,99,141.2
"8821",2019-01-29,30,"Brahman","male",2018-12-11,50,93.59
"8822",2019-01-29,41,"composite","male",2019-01-24,6,62.69
"8823",2019-01-29,14,"Belmont Red","female",2018-09-05,147,172.83
"8824",2019-01-29,22,"Brahman","male",2018-09-26,126,149.96
"8825",2019-01-29,37,"Brahman","female",2019-01-03,27,67.7
"8826",2019-01-29,19,"Belmont Red","female",2018-11-03,88,107.36
"8827",2019-01-29,28,"Brahman","male",2018-12-16,45,87.49
"8828",2019-01-29,57,"composite","female",2018-09-12,140,152.38
"8829",2019-01-29,36,"Brahman","female",2018-12-14,47,86.55
"8830",2019-01-29,2,"Belmont Red","male",2018-10-22,100,141.86
"8832",2019-01-29,15,"Belmont Red","female",2019-01-17,13,59.35
"8833",2019-01-29,46,"composite","male",2018-11-25,66,104.91
"8834",2019-01-29,6,"Belmont Red","male",2019-01-15,15,64.24
"8835",2019-01-29,59,"composite","female",2018-11-14,77,102.65
"8836",2019-01-29,49,"composite","male",2018-12-24,37,83.08
"8837",2019-01-29,42,"composite","male",2018-10-31,91,132.1
"8838",2019-01-29,43,"composite","male",2019-01-26,4,62.69
"8839",2019-01-29,7,"Belmont Red","male",2018-11-08,83,109.94
"8840",2019-01-29,11,"Belmont Red","female",2018-10-24,98,120.75
"8841",2019-01-29,20,"Belmont Red","female",2019-01-05,25,63.03
"8842",2019-01-29,44,"composite","male",2019-01-04,26,74.09
"8843",2019-01-29,9,"Belmont Red","male",2019-01-13,17,61.63
"8844",2019-01-29,23,"Brahman","male",2018-09-17,135,158.39
"8845",2019-01-29,45,"composite","male",2018-12-16,45,88.48
"8846",2019-01-29,33,"Brahman","female",2018-11-17,74,103.62
"8847",2019-01-29,25,"Brahman","male",2018-12-27,34,77.78
"8848",2019-01-29,24,"Brahman","male",2018-09-04,148,193.11
"8849",2019-01-29,34,"Brahman","female",2018-09-26,126,133.58
"8850",2019-01-29,35,"Brahman","female",2019-01-08,22,64.38
"8851",2019-01-29,58,"composite","female",2018-09-11,141,160.56
"8852",2019-01-29,31,"Brahman","female",2018-09-11,141,157.51
"8853",2019-01-29,26,"Brahman","male",2018-12-31,30,73.09
"8854",2019-01-29,10,"Belmont Red","male",2018-12-17,44,81.68
"8855",2019-01-29,40,"Brahman","female",2018-11-15,76,105.6
"8856",2019-01-29,12,"Belmont Red","female",2018-12-27,34,71.06
"8857",2019-01-29,8,"Belmont Red","male",2018-11-05,86,119.07
"8858",2019-01-29,51,"composite","female",2018-11-17,74,100.67
"8859",2019-01-29,27,"Brahman","male",2018-09-22,130,154.38
"8860",2019-01-29,3,"Belmont Red","male",2018-09-26,126,145.29
"8861",2019-01-29,1,"Belmont Red","male",2018-12-28,33,73.11
"8862",2019-01-29,60,"composite","female",2018-10-27,95,119.71
"8863",2019-01-29,48,"composite","male",2019-01-25,5,62.69
"8864",2019-01-29,53,"composite","female",2018-10-09,113,131.36
"8865",2019-01-29,13,"Belmont Red","female",2019-01-08,22,59.71
"8866",2019-01-29,21,"Brahman","male",2018-09-18,134,158.39
"8867",2019-01-29,4,"Belmont Red","male",2018-10-24,98,136.05
"8868",2019-01-29,39,"Brahman","female",2018-10-20,102,131.48
"8869",2019-01-29,56,"composite","female",2018-09-11,141,160.56
"8870",2019-01-29,38,"Brahman","female",2018-11-07,84,106.86
"8871",2019-01-29,54,"composite","female",2018-09-28,124,135.34
"8872",2019-01-29,5,"Belmont Red","male",2018-12-02,59,92.87
"8873",2019-01-29,32,"Brahman","female",2018-12-20,41,82.67
"8874",2019-01-29,16,"Belmont Red","female",2018-10-17,105,127.43
"8875",2019-01-29,18,"Belmont Red","female",2018-12-12,49,82.25
"8876",2019-01-29,50,"composite","male",2018-12-24,37,83.08
"8877",2019-01-29,55,"composite","female",2018-09-26,126,135.34
"8878",2019-01-29,47,"composite","male",2019-01-29,1,64.15
"8879",2019-01-29,52,"composite","female",2018-10-07,115,131.36
"8880",2019-01-29,17,"Belmont Red","female",2019-01-29,1,51.39
"8881",2019-01-30,11,"Belmont Red","female",2018-10-24,99,125.9
"8882",2019-01-30,33,"Brahman","female",2018-11-17,75,105.6
"8883",2019-01-30,3,"Belmont Red","male",2018-09-26,127,145.29
"8884",2019-01-30,31,"Brahman","female",2018-09-11,142,154.65
"8885",2019-01-30,48,"composite","male",2019-01-25,6,62.69
"8886",2019-01-30,1,"Belmont Red","male",2018-12-28,34,73.11
"8887",2019-01-30,9,"Belmont Red","male",2019-01-13,18,61.63
"8888",2019-01-30,57,"composite","female",2018-09-12,141,160.56
"8889",2019-01-30,53,"composite","female",2018-10-09,114,131.36
"8890",2019-01-30,39,"Brahman","female",2018-10-20,103,132.27
"8891",2019-01-30,58,"composite","female",2018-09-11,142,157.7
"8892",2019-01-30,30,"Brahman","male",2018-12-11,51,93.59
"8893",2019-01-30,24,"Brahman","male",2018-09-04,149,195.27
"8894",2019-01-30,27,"Brahman","male",2018-09-22,131,154.38
"8895",2019-01-30,55,"composite","female",2018-09-26,127,135.34
"8896",2019-01-30,18,"Belmont Red","female",2018-12-12,50,85.07
"8897",2019-01-30,51,"composite","female",2018-11-17,75,102.65
"8898",2019-01-30,40,"Brahman","female",2018-11-15,77,105.6
"8899",2019-01-30,20,"Belmont Red","female",2019-01-05,26,63.03
"8900",2019-01-30,23,"Brahman","male",2018-09-17,136,158.39
"8901",2019-01-30,16,"Belmont Red","female",2018-10-17,106,127.43
"8902",2019-01-30,17,"Belmont Red","female",2019-01-29,2,51.39
"8903",2019-01-30,19,"Belmont Red","female",2018-11-03,89,107.36
"8904",2019-01-30,50,"composite","male",2018-12-24,38,83.08
"8905",2019-01-30,52,"composite","female",2018-10-07,116,131.36
"8906",2019-01-30,46,"composite","male",2018-11-25,67,106.66
"8907",2019-01-30,60,"composite","female",2018-10-27,96,122.72
"8908",2019-01-30,59,"composite","female",2018-11-14,78,102.65
"8909",2019-01-30,15,"Belmont Red","female",2019-01-17,14,61.55
"8910",2019-01-30,4,"Belmont Red","male",2018-10-24,99,141.2
"8911",2019-01-30,38,"Brahman","female",2018-11-07,85,112.28
"8912",2019-01-30,41,"composite","male",2019-01-24,7,63.19
"8913",2019-01-30,26,"Brahman","male",2018-12-31,31,73.49
"8914",2019-01-30,42,"composite","male",2018-10-31,92,132.1
"8915",2019-01-30,10,"Belmont Red","male",2018-12-17,45,82.82
"8916",2019-01-30,43,"composite","male",2019-01-26,5,62.69
"8917",2019-01-30,56,"composite","female",2018-09-11,142,157.7
"8918",2019-01-30,5,"Belmont Red","male",2018-12-02,60,92.87
"8919",2019-01-30,49,"composite","male",2018-12-24,38,83.08
"8920",2019-01-30,6,"Belmont Red","male",2019-01-15,16,61.63
"8921",2019-01-30,12,"Belmont Red","female",2018-12-27,35,71.06
"8922",2019-01-30,54,"composite","female",2018-09-28,125,135.34
"8923",2019-01-30,13,"Belmont Red","female",2019-01-08,23,59.71
"8924",2019-01-30,32,"Brahman","female",2018-12-20,42,82.67
"8925",2019-01-30,35,"Brahman","female",2019-01-08,23,64.38
"8926",2019-01-30,22,"Brahman","male",2018-09-26,127,149.96
"8927",2019-01-30,36,"Brahman","female",2018-12-14,48,86.92
"8928",2019-01-30,21,"Brahman","male",2018-09-18,135,158.39
"8929",2019-01-30,34,"Brahman","female",2018-09-26,127,133.58
"8930",2019-01-30,7,"Belmont Red","male",2018-11-08,84,109.94
"8931",2019-01-30,25,"Brahman","male",2018-12-27,35,77.78
"8932",2019-01-30,47,"composite","male",2019-01-29,2,62.69
"8933",2019-01-30,44,"composite","male",2019-01-04,27,74.09
"8934",2019-01-30,28,"Brahman","male",2018-12-16,46,87.49
"8935",2019-01-30,45,"composite","male",2018-12-16,46,88.48
"8936",2019-01-30,8,"Belmont Red","male",2018-11-05,87,119.07
"8937",2019-01-30,29,"Brahman","male",2019-01-30,1,59.91
"8938",2019-01-30,2,"Belmont Red","male",2018-10-22,101,141.86
"8939",2019-01-30,37,"Brahman","female",2019-01-03,28,67.7
"8940",2019-01-30,14,"Belmont Red","female",2018-09-05,148,172.83
"8941",2019-01-31,55,"composite","female",2018-09-26,128,135.34
"8942",2019-01-31,46,"composite","male",2018-11-25,68,106.66
"8943",2019-01-31,25,"Brahman","male",2018-12-27,36,77.78
"8944",2019-01-31,2,"Belmont Red","male",2018-10-22,102,141.86
"8945",2019-01-31,1,"Belmont Red","male",2018-12-28,35,73.11
"8946",2019-01-31,33,"Brahman","female",2018-11-17,76,105.6
"8947",2019-01-31,5,"Belmont Red","male",2018-12-02,61,92.87
"8948",2019-01-31,47,"composite","male",2019-01-29,3,62.69
"8949",2019-01-31,57,"composite","female",2018-09-12,142,157.7
"8950",2019-01-31,58,"composite","female",2018-09-11,143,163.72
"8951",2019-01-31,52,"composite","female",2018-10-07,117,131.36
"8952",2019-01-31,59,"composite","female",2018-11-14,79,102.65
"8953",2019-01-31,9,"Belmont Red","male",2019-01-13,19,62.4
"8954",2019-01-31,38,"Brahman","female",2018-11-07,86,112.28
"8955",2019-01-31,51,"composite","female",2018-11-17,76,102.65
"8956",2019-01-31,6,"Belmont Red","male",2019-01-15,17,61.63
"8957",2019-01-31,24,"Brahman","male",2018-09-04,150,195.27
"8958",2019-01-31,37,"Brahman","female",2019-01-03,29,70.4
"8959",2019-01-31,42,"composite","male",2018-10-31,93,134.19
"8960",2019-01-31,60,"composite","female",2018-10-27,97,122.72
"8961",2019-01-31,39,"Brahman","female",2018-10-20,104,132.35
"8962",2019-01-31,12,"Belmont Red","female",2018-12-27,36,71.06
"8963",2019-01-31,36,"Brahman","female",2018-12-14,49,86.92
"8964",2019-01-31,3,"Belmont Red","male",2018-09-26,128,145.29
"8965",2019-01-31,56,"composite","female",2018-09-11,143,163.72
"8966",2019-01-31,8,"Belmont Red","male",2018-11-05,88,119.07
"8967",2019-01-31,28,"Brahman","male",2018-12-16,47,88.6
"8968",2019-01-31,53,"composite","female",2018-10-09,115,131.36
"8969",2019-01-31,22,"Brahman","male",2018-09-26,128,149.96
"8970",2019-01-31,13,"Belmont Red","female",2019-01-08,24,63.03
"8971",2019-01-31,29,"Brahman","male",2019-01-30,2,59.91
"8972",2019-01-31,16,"Belmont Red","female",2018-10-17,107,127.43
"8973",2019-01-31,32,"Brahman","female",2018-12-20,43,84.3
"8974",2019-01-31,41,"composite","male",2019-01-24,8,63.19
"8975",2019-01-31,21,"Brahman","male",2018-09-18,136,158.39
"8976",2019-01-31,34,"Brahman","female",2018-09-26,128,133.58
"8977",2019-01-31,30,"Brahman","male",2018-12-11,52,93.59
"8978",2019-01-31,45,"composite","male",2018-12-16,47,89.59
"8979",2019-01-31,48,"composite","male",2019-01-25,7,63.19
"8980",2019-01-31,23,"Brahman","male",2018-09-17,137,164.76
"8981",2019-01-31,15,"Belmont Red","female",2019-01-17,15,61.55
"8982",2019-01-31,20,"Belmont Red","female",2019-01-05,27,63.03
"8983",2019-01-31,11,"Belmont Red","female",2018-10-24,100,126.56
"8984",2019-01-31,54,"composite","female",2018-09-28,126,135.34
"8985",2019-01-31,50,"composite","male",2018-12-24,39,82.8
"8986",2019-01-31,17,"Belmont Red","female",2019-01-29,3,51.39
"8987",2019-01-31,27,"Brahman","male",2018-09-22,132,154.38
"8988",2019-01-31,7,"Belmont Red","male",2018-11-08,85,119.07
"8989",2019-01-31,35,"Brahman","female",2019-01-08,24,67.7
"8990",2019-01-31,43,"composite","male",2019-01-26,6,62.69
"8991",2019-01-31,19,"Belmont Red","female",2018-11-03,90,108.54
"8992",2019-01-31,4,"Belmont Red","male",2018-10-24,100,141.86
"8993",2019-01-31,26,"Brahman","male",2018-12-31,32,77.78
"8994",2019-01-31,49,"composite","male",2018-12-24,39,82.8
"8995",2019-01-31,31,"Brahman","female",2018-09-11,143,160.67
"8996",2019-01-31,18,"Belmont Red","female",2018-12-12,51,85.07
"8997",2019-01-31,44,"composite","male",2019-01-04,28,74.09
"8998",2019-01-31,14,"Belmont Red","female",2018-09-05,149,176.69
"8999",2019-01-31,10,"Belmont Red","male",2018-12-17,46,82.82
"9000",2019-01-31,40,"Brahman","female",2018-11-15,78,105.6
"9001",2019-02-01,35,"Brahman","female",2019-01-08,25,61.19
"9002",2019-02-01,9,"Belmont Red","male",2019-01-13,20,56.55
"9003",2019-02-01,38,"Brahman","female",2018-11-07,87,105.26
"9004",2019-02-01,2,"Belmont Red","male",2018-10-22,103,138.72
"9005",2019-02-01,47,"composite","male",2019-01-29,4,50.83
"9006",2019-02-01,11,"Belmont Red","female",2018-10-24,101,123.26
"9007",2019-02-01,27,"Brahman","male",2018-09-22,133,153.23
"9008",2019-02-01,57,"composite","female",2018-09-12,143,164.79
"9009",2019-02-01,4,"Belmont Red","male",2018-10-24,101,137.58
"9010",2019-02-01,13,"Belmont Red","female",2019-01-08,25,58.52
"9011",2019-02-01,41,"composite","male",2019-01-24,9,55.39
"9012",2019-02-01,7,"Belmont Red","male",2018-11-08,86,113.07
"9013",2019-02-01,46,"composite","male",2018-11-25,69,100.22
"9014",2019-02-01,49,"composite","male",2018-12-24,40,77.49
"9015",2019-02-01,24,"Brahman","male",2018-09-04,151,198.26
"9016",2019-02-01,33,"Brahman","female",2018-11-17,77,98.57
"9017",2019-02-01,3,"Belmont Red","male",2018-09-26,129,149.42
"9018",2019-02-01,29,"Brahman","male",2019-01-30,3,44.6
"9019",2019-02-01,37,"Brahman","female",2019-01-03,30,64.79
"9020",2019-02-01,60,"composite","female",2018-10-27,98,118.31
"9021",2019-02-01,45,"composite","male",2018-12-16,48,86.66
"9022",2019-02-01,50,"composite","male",2018-12-24,40,77.49
"9023",2019-02-01,54,"composite","female",2018-09-28,127,135.08
"9024",2019-02-01,59,"composite","female",2018-11-14,80,96.52
"9025",2019-02-01,6,"Belmont Red","male",2019-01-15,18,55.3
"9026",2019-02-01,40,"Brahman","female",2018-11-15,79,98.57
"9027",2019-02-01,26,"Brahman","male",2018-12-31,33,71.58
"9028",2019-02-01,31,"Brahman","female",2018-09-11,144,168.16
"9029",2019-02-01,10,"Belmont Red","male",2018-12-17,47,79.73
"9030",2019-02-01,52,"composite","female",2018-10-07,118,129.03
"9031",2019-02-01,23,"Brahman","male",2018-09-17,138,164.03
"9032",2019-02-01,21,"Brahman","male",2018-09-18,137,164.03
"9033",2019-02-01,25,"Brahman","male",2018-12-27,37,75.01
"9034",2019-02-01,39,"Brahman","female",2018-10-20,105,127.97
"9035",2019-02-01,1,"Belmont Red","male",2018-12-28,36,68.91
"9036",2019-02-01,48,"composite","male",2019-01-25,8,55.39
"9037",2019-02-01,36,"Brahman","female",2018-12-14,50,84.52
"9038",2019-02-01,30,"Brahman","male",2018-12-11,53,87.39
"9039",2019-02-01,19,"Belmont Red","female",2018-11-03,91,106.69
"9040",2019-02-01,15,"Belmont Red","female",2019-01-17,16,53.95
"9041",2019-02-01,14,"Belmont Red","female",2018-09-05,150,176.64
"9042",2019-02-01,55,"composite","female",2018-09-26,129,141.74
"9043",2019-02-01,20,"Belmont Red","female",2019-01-05,28,59.42
"9044",2019-02-01,43,"composite","male",2019-01-26,7,55.39
"9045",2019-02-01,34,"Brahman","female",2018-09-26,129,137.8
"9046",2019-02-01,22,"Brahman","male",2018-09-26,129,153.23
"9047",2019-02-01,53,"composite","female",2018-10-09,116,129.03
"9048",2019-02-01,28,"Brahman","male",2018-12-16,48,83.61
"9049",2019-02-01,56,"composite","female",2018-09-11,144,172.1
"9050",2019-02-01,42,"composite","male",2018-10-31,94,134.47
"9051",2019-02-01,32,"Brahman","female",2018-12-20,44,79.08
"9052",2019-02-01,51,"composite","female",2018-11-17,77,96.52
"9053",2019-02-01,18,"Belmont Red","female",2018-12-12,52,81.85
"9054",2019-02-01,16,"Belmont Red","female",2018-10-17,108,125.05
"9055",2019-02-01,5,"Belmont Red","male",2018-12-02,62,87.64
"9056",2019-02-01,12,"Belmont Red","female",2018-12-27,37,71.28
"9057",2019-02-01,44,"composite","male",2019-01-04,29,70.29
"9058",2019-02-01,17,"Belmont Red","female",2019-01-29,4,39.29
"9059",2019-02-01,58,"composite","female",2018-09-11,144,172.1
"9060",2019-02-01,8,"Belmont Red","male",2018-11-05,89,113.07
"9061",2019-02-02,3,"Belmont Red","male",2018-09-26,130,149.42
"9062",2019-02-02,28,"Brahman","male",2018-12-16,49,83.61
"9063",2019-02-02,57,"composite","female",2018-09-12,144,172.1
"9064",2019-02-02,26,"Brahman","male",2018-12-31,34,71.58
"9065",2019-02-02,35,"Brahman","female",2019-01-08,26,62.09
